"","AR","Camber","Re","ARFac","CamberFac","ReFac","speeds","ARnumber","CLCD","slope","yint","gamma","aoa","Efficiency"
"95",4.014315,0.15773503,178586.68,"4.014315","0.15773503","178586.68",26.788002,5,5.49686578182559,0.039697052948544,0.698385013328462,10.31059395358,0.3208,0.563628337878788
"96",4.014315,0.15773503,186807.95,"4.014315","0.15773503","186807.95",28.0211925,5,5.77348259966307,0.039697052948544,0.698385013328462,9.82646266785334,0.6352,0.563628337878788
"97",4.014315,0.17745967,31413.316,"4.014315","0.17745967","31413.316",4.7119974,5,5.62857030947515,0.0409612934766726,0.767152724346798,10.0743363653116,0.0695000000000001,0.566967710606061
"98",4.014315,0.17745967,50151.724,"4.014315","0.17745967","50151.724",7.5227586,5,5.71744515853985,0.0409612934766726,0.767152724346798,9.92086964781425,0.0847000000000002,0.566967710606061
"99",4.014315,0.17745967,105000,"4.014315","0.17745967","105000",15.75,5,5.7349476834719,0.0409612934766726,0.767152724346798,9.89119022979923,0.1173,0.566967710606061
"100",4.014315,0.17745967,159848.28,"4.014315","0.17745967","159848.28",23.977242,5,4.94488706395578,0.0409612934766726,0.767152724346798,11.432685206816,-0.8399,0.566967710606061
"101",4.014315,0.17745967,178586.68,"4.014315","0.17745967","178586.68",26.788002,5,5.26132806306323,0.0409612934766726,0.767152724346798,10.7616171479306,-0.4764,0.566967710606061
"102",4.014315,0.18611363,50151.724,"4.014315","0.18611363","50151.724",7.5227586,5,5.51245581890104,0.0405294875065233,0.776054011164457,10.2820663027312,-0.3833,0.563781645454545
"103",4.014315,0.18611363,105000,"4.014315","0.18611363","105000",15.75,5,5.62174295862839,0.0405294875065233,0.776054011164457,10.0863155448734,-0.2412,0.563781645454545
"104",4.014315,0.18611363,159848.28,"4.014315","0.18611363","159848.28",23.977242,5,5.07876236120773,0.0405294875065233,0.776054011164457,11.1389530041649,-1.0801,0.563781645454545
"105",4.014315,0.19061798,105000,"4.014315","0.19061798","105000",15.75,5,5.46601410878082,0.0404845478864419,0.794184740291549,10.3675162440161,-0.422899999999999,0.570424416666667
"106",4.1631097,0.1,105000,"4.1631097","0.1","105000",15.75,6,8.37427930097531,0.0427121612643122,0.485818520803097,6.80962751674975,1.9772,0.572731788679245
"107",4.5245578,0.042264973,105000,"4.5245578","0.042264973","105000",15.75,7,12.0016634446842,0.0467074927128427,0.285070732063492,4.76298485751678,1.3029,0.584385085454545
"108",4.5245578,0.1,50151.724,"4.5245578","0.1","50151.724",7.5227586,7,8.88895262137425,0.0457855904255319,0.510253144592198,6.41874130221494,1.6702,0.582535697916667
"109",4.5245578,0.1,105000,"4.5245578","0.1","105000",15.75,7,9.22366308868264,0.0457855904255319,0.510253144592198,6.18771871327293,1.5495,0.582535697916667
"110",4.5245578,0.1,159848.28,"4.5245578","0.1","159848.28",23.977242,7,8.11386113032825,0.0457855904255319,0.510253144592198,7.02603800939154,2.0701,0.582535697916667
"111",4.5245578,0.15773503,105000,"4.5245578","0.15773503","105000",15.75,7,6.54492902897208,0.0435754973280451,0.749240975301812,8.68704095843098,1.0585,0.576859806060606
"112",4.9019238,0.0067530486,105000,"4.9019238","0.0067530486","105000",15.75,8,10.0099257815299,0.0499376161731007,0.133772333807509,5.70417210117656,1.4266,0.595541433870968
"113",4.9019238,0.0093820154,50151.724,"4.9019238","0.0093820154","50151.724",7.5227586,8,10.7292744314126,0.0502722792760181,0.144228982895928,5.32475613405486,1.2849,0.595966801960784
"114",4.9019238,0.0093820154,105000,"4.9019238","0.0093820154","105000",15.75,8,11.565811391257,0.0502722792760181,0.144228982895928,4.94159103477107,1.1078,0.595966801960784
"115",4.9019238,0.0093820154,159848.28,"4.9019238","0.0093820154","159848.28",23.977242,8,9.27079088958279,0.0503041208643457,0.144156808629052,6.1564433728593,1.9426,0.596021308
"116",4.9019238,0.013886369,31413.316,"4.9019238","0.013886369","31413.316",4.7119974,8,11.76394179979,0.0505912355290513,0.163132877229456,4.85877528773868,1.4015,0.596313515789474
"117",4.9019238,0.013886369,50151.724,"4.9019238","0.013886369","50151.724",7.5227586,8,12.664232210864,0.0505912355290513,0.163132877229456,4.514839125282,1.3039,0.596313515789474
"118",4.9019238,0.013886369,105000,"4.9019238","0.013886369","105000",15.75,8,12.8648355132347,0.0505912355290513,0.163132877229456,4.44473183194656,1.2134,0.596313515789474
"119",4.9019238,0.013886369,159848.28,"4.9019238","0.013886369","159848.28",23.977242,8,9.13674663060132,0.0505912355290513,0.163132877229456,6.24605520094808,2.3112,0.596313515789474
"120",4.9019238,0.013886369,178586.68,"4.9019238","0.013886369","178586.68",26.788002,8,10.1361963290647,0.0505912355290513,0.163132877229456,5.63435833371416,1.9887,0.596313515789474
"121",4.9019238,0.022540333,23192.05,"4.9019238","0.022540333","23192.05",3.4788075,8,11.9745859356245,0.0499933795355588,0.208037828519593,4.77370166064902,2.487,0.594924519230769
"122",4.9019238,0.022540333,31413.316,"4.9019238","0.022540333","31413.316",4.7119974,8,12.8068784771117,0.0499933795355588,0.208037828519593,4.46430050194992,2.3088,0.594924519230769
"123",4.9019238,0.022540333,50151.724,"4.9019238","0.022540333","50151.724",7.5227586,8,13.3749385672232,0.0499933795355588,0.208037828519593,4.27604377442853,2.1844,0.594924519230769
"124",4.9019238,0.022540333,72701.801,"4.9019238","0.022540333","72701.801",10.90527015,8,13.6783162032441,0.0500299491855204,0.20795249933635,4.18130676633061,2.0959,0.594989631372549
"125",4.9019238,0.022540333,105000,"4.9019238","0.022540333","105000",15.75,8,13.8953136146134,0.0500299491855204,0.20795249933635,4.1162486445954,2.0456,0.594989631372549
"126",4.9019238,0.022540333,137298.2,"4.9019238","0.022540333","137298.2",20.59473,8,13.977688524203,0.0500299491855204,0.20795249933635,4.0920750906105,2.0303,0.594989631372549
"127",4.9019238,0.022540333,159848.28,"4.9019238","0.022540333","159848.28",23.977242,8,9.12542394879752,0.0502052100832562,0.207578271230342,6.25373895134179,2.8627,0.595303460869565
"128",4.9019238,0.022540333,178586.68,"4.9019238","0.022540333","178586.68",26.788002,8,10.0712352772044,0.0501366282566218,0.207717737950499,5.67046659463299,2.7943,0.595180335416667
"129",4.9019238,0.022540333,186807.95,"4.9019238","0.022540333","186807.95",28.0211925,8,11.1281132716596,0.0501015742857143,0.207792519755102,5.13494694587298,2.6628,0.595117555102041
"130",4.9019238,0.033879061,105000,"4.9019238","0.033879061","105000",15.75,8,12.7386361063911,0.0498492519087635,0.260452585555822,4.48859046257785,1.7045,0.59430833
"131",4.9019238,0.042264973,18912.915,"4.9019238","0.042264973","18912.915",2.83693725,8,11.8130237821362,0.0496202507239819,0.298836057888386,4.83868647977806,1.5946,0.593352258823529
"132",4.9019238,0.042264973,23192.05,"4.9019238","0.042264973","23192.05",3.4788075,8,12.5481655666486,0.0496202507239819,0.298836057888386,4.55643777712924,1.2574,0.593352258823529
"133",4.9019238,0.042264973,31413.316,"4.9019238","0.042264973","31413.316",4.7119974,8,8.89869953281431,0.0496202507239819,0.298836057888386,6.41176885764111,3.0811,0.593352258823529
"134",4.9019238,0.042264973,53845.416,"4.9019238","0.042264973","53845.416",8.0768124,8,13.0360725568324,0.0496202507239819,0.298836057888386,4.38658170079801,1.0668,0.593352258823529
"135",4.9019238,0.042264973,72701.801,"4.9019238","0.042264973","72701.801",10.90527015,8,13.2538566890147,0.0496202507239819,0.298836057888386,4.31477563436313,0.99,0.593352258823529
"136",4.9019238,0.042264973,105000,"4.9019238","0.042264973","105000",15.75,8,13.4803309753281,0.0496202507239819,0.298836057888386,4.24255303313062,0.9205,0.593352258823529
"137",4.9019238,0.042264973,137298.2,"4.9019238","0.042264973","137298.2",20.59473,8,13.5611717756256,0.0496202507239819,0.298836057888386,4.21735528979898,0.8874,0.593352258823529
"138",4.9019238,0.042264973,156154.58,"4.9019238","0.042264973","156154.58",23.423187,8,13.6020319636414,0.0496202507239819,0.298836057888386,4.20473082459272,0.8715,0.593352258823529
"139",4.9019238,0.042264973,178586.68,"4.9019238","0.042264973","178586.68",26.788002,8,9.3087685823077,0.0496202507239819,0.298836057888386,6.1315190179576,2.876,0.593352258823529
"140",4.9019238,0.042264973,186807.95,"4.9019238","0.042264973","186807.95",28.0211925,8,10.1252113595454,0.0496202507239819,0.298836057888386,5.64043151586338,2.4763,0.593352258823529
"141",4.9019238,0.042264973,191087.09,"4.9019238","0.042264973","191087.09",28.6630635,8,11.1814398707941,0.0496202507239819,0.298836057888386,5.110588748006,1.9023,0.593352258823529
"142",4.9019238,0.046153069,50151.724,"4.9019238","0.046153069","50151.724",7.5227586,8,12.4266580283402,0.0496183623076923,0.304308472337858,4.60080229234952,1.3378,0.593531909803922
"143",4.9019238,0.046153069,105000,"4.9019238","0.046153069","105000",15.75,8,13.1335951944108,0.0496183623076923,0.304308472337858,4.35413385966098,1.1022,0.593531909803922
"144",4.9019238,0.046153069,159848.28,"4.9019238","0.046153069","159848.28",23.977242,8,10.9862367402586,0.0496183623076923,0.304308472337858,5.20089881076249,2.0081,0.593531909803922
"145",4.9019238,0.066001896,31413.316,"4.9019238","0.066001896","31413.316",4.7119974,8,11.5140522022988,0.0490579765770917,0.390459347014802,4.96370394200985,1.0059,0.592123151851852
"146",4.9019238,0.066001896,50151.724,"4.9019238","0.066001896","50151.724",7.5227586,8,12.0651161990113,0.0490579765770917,0.390459347014802,4.73804878387613,0.8378,0.592123151851852
"147",4.9019238,0.066001896,105000,"4.9019238","0.066001896","105000",15.75,8,12.2104021848543,0.0490579765770917,0.390459347014802,4.68192533672075,0.7709,0.592123151851852
"148",4.9019238,0.066001896,159848.28,"4.9019238","0.066001896","159848.28",23.977242,8,9.55163126122352,0.0490579765770917,0.390459347014802,5.97676040947332,1.9389,0.592123151851852
"149",4.9019238,0.066001896,178586.68,"4.9019238","0.066001896","178586.68",26.788002,8,10.3586039738255,0.0490579765770917,0.390459347014802,5.51413772386515,1.474,0.592123151851852
"150",4.9019238,0.076138081,105000,"4.9019238","0.076138081","105000",15.75,8,10.8647287970269,0.0488223713741185,0.434031273461661,5.25874201307266,1.1093,0.591566035185185
"151",4.9019238,0.1,16415.396,"4.9019238","0.1","16415.396",2.4623094,8,9.00163150052128,0.0487462046863989,0.53411638589852,6.33905195055755,1.7867,0.591571240909091
"152",4.9019238,0.1,18912.915,"4.9019238","0.1","18912.915",2.83693725,8,9.14252926750953,0.0487462046863989,0.53411638589852,6.24213682598573,1.6606,0.591571240909091
"153",4.9019238,0.1,23192.05,"4.9019238","0.1","23192.05",3.4788075,8,9.41593073235781,0.0487462046863989,0.53411638589852,6.06225902223997,1.5127,0.591571240909091
"154",4.9019238,0.1,31413.316,"4.9019238","0.1","31413.316",4.7119974,8,9.60173386573719,0.0487462046863989,0.53411638589852,5.94579724583988,1.3492,0.591571240909091
"155",4.9019238,0.1,42185.108,"4.9019238","0.1","42185.108",6.3277662,8,7.1868389192019,0.0487462046863989,0.53411638589852,7.92145912302779,2.2444,0.591571240909091
"156",4.9019238,0.1,50151.724,"4.9019238","0.1","50151.724",7.5227586,8,7.32554621061317,0.0487462046863989,0.53411638589852,7.77331916029174,2.2161,0.591571240909091
"157",4.9019238,0.1,53845.416,"4.9019238","0.1","53845.416",8.0768124,8,9.66177972595245,0.0487462046863989,0.53411638589852,5.90910678767017,1.3076,0.591571240909091
